snt_id,cn_snts,section,chinese_offset
645,小王子 怎么 也 解释 不 通 这个 坐落 在 天空 某 一 角落 既 没有 房屋 又 没有 居民 的 行星 上 要 一 盏 路灯 和 一 个 点 灯 的 人 做 什么 用,5,341.02
646,但 他 自己 猜想 可能 这个 人 思想 不 正常,5,346.06
647,但 他 比起 国王 比 起 那个 爱 虚荣 的 人 那个 实业家 和 酒鬼 却 要 好 些,5,353.24
648,至少 他 的 工作 还 有点 意义,5,356.1
649,当 他 点着 了 他 的 路灯 时 就 象 他 增添 了 一 颗 星星 或是 一 朵 花,5,362.11
650,当 他 熄灭 了 路灯 时 就 象 让 星星 或 花朵 睡 着 了 似的,5,367.19
651,这 差事 真 美妙,5,369.26
652,就 是 真正 有用 的 了,5,371.5
653,小王子 一 到 了 这个 行星 上 就 很 尊敬 地 向 点 路灯 的 人 打 招呼,5,377.47
654,早上 好 你 刚才 为什么 把 路灯 灭 了 呢,5,381.35
655,这 是 命令 点灯 的 回答 道,5,384.99
656,早上 好,5,386.18
657,命令 是 什么,5,388.22
658,就 是 熄掉 我 的 路灯,5,390.74
659,晚上 好,5,392.32
660,于是 他 又 点燃 了 路灯,5,395.06
661,那么 为什么 你 又 把 它 点着 了 呢,5,398.54
662,这 是 命令 点灯 的 人 回答 道,5,402.1
663,我 不 明白 小王子 说,5,404.99
664,没 什么 要 明白 的 点灯 的 回答 说,5,408.26
665,命令 就 是 命令,5,410.36
666,早上 好,5,411.58
667,于是 他 又 熄灭 了 路灯,5,414.55
668,然后 他 拿 一 块 有 红 方格子 的 手绢 擦 着 额头,5,418.8
669,我 干 的 是 一 种 可怕 的 职业,5,421.85
670,以前 还 说 得 过去,5,423.36
671,早上 熄灯 晚上 点灯,5,425.61
672,剩下 时间 白天 我 就 休息 夜晚 我 就 睡觉 那么 后来 命令 改变 了 是 吗,5,433.28
673,点灯 的 人 说 命令 没有 改,5,436.71
674,惨 就 惨 在 这里 了,5,439.03
675,这 颗 行星 一 年 比 一 年 转 得 更 快 而 命令 却 没有 改,5,444.42
676,结果 呢,5,446.02
677,小王子 问,5,447.54
678,结果 现在 每 分钟 转 一 圈 我 连 一 秒钟 的 休息 时间 都 没有 了,5,452.58
679,每 分钟 我 就 要 点 一 次 灯 熄 一 次 灯,5,455.95
680,真 有趣,5,457.45
681,你 这里 每天 只有 一 分钟 长,5,460.41
682,一点 趣味 也 没有 点灯 的 说,5,463.59
683,我们 俩 在 一块 说话 就 已经 有 一 个 月 的 时间 了,5,467.09
684,一 个 月,5,468.37
685,对,5,469.22
686,三十 分钟,5,470.43
687,三十 天,5,471.26
688,晚上 好,5,472.49
689,于是 他 又 点着 了 他 的 路灯,5,475.85
690,小王子 瞅 着 他 他 喜欢 这 个 点灯人 如此 忠 守 命令,5,480.76
691,这时 他 想起 了 他 自己 从前 挪动 椅子 寻找 日落 的 事,5,485.65
692,他 很 想 帮助 他 的 这 位 朋友 告诉 你 我 知道 一 种 能 使 你 休息 的 办法 你 要 什么 时候 休息 都 可以 我 老是 想 休息 点灯人 说,5,497.59
693,因为 一 个 人 可以 同时 是 忠实 的 又 是 懒惰 的,5,502.11
694,小王子 接着 说 你 的 这 颗 行星 这样 小 你 三 步 就 可以 绕 它 一 圈,5,508.14
695,你 只要 慢慢 地 走 就 可以 一直 在 太阳 的 照耀 下,5,512.22
696,你 想 休息 的 时候 你 就 这样 走 那么 你 要 白天 有 多 长 它 就 有 多 长,5,518.74
697,这 办法 帮 不 了 我 多 大 忙 点灯人 说,5,523.26
698,生活 中 我 喜欢 的 就是 睡觉,5,526.19
699,真 不 走运 小王子 说,5,529.45
700,真 不 走运 点灯人 说,5,532.28
701,早上 好,5,533.6
702,于是 他 又 熄灭 了 路灯,5,536.53
703,小王子 在 他 继续 往 前 旅行 的 途中 自言自语 地 说道 这个 人 一定 会 被 其他 那些 人 国王 呀 爱 虚荣 的 呀 酒鬼 呀 实业家 呀 所 瞧 不 起,5,550.84
704,可是 唯 有 他 不 使 我 感到 荒唐 可笑,5,554.85
705,这 可能 是 因为 他 所 关心 的 是 别的 事 而 不 是 他 自己,5,559.42
706,他 惋惜 地 叹 了 口 气 并且 又 对 自己 说道 本来 这 是 我 唯一 可以 和 他 交成 朋友 的 人,5,568.25
707,可是 他 的 星球 确实 太 小 了,5,570.75
708,住 不 下 两 个 人 小王子 没有 勇气 承认 的 是 他 留恋 这 颗 令 人 赞美 的 星星 特别 是 因为 在 那里 每 二十四 小时 就 有 一千四百四十 次 日落,5,583.45
709,第六 颗 行星 则 要 大 十 倍,6,1.9
710,上面 住 着 一 位 老 先生 他 在 写作 大部头 的 书,6,5.95
711,瞧,6,7.56
712,来 了 一 位 探险家,6,9.4
713,老 先生 看到 小王子 时 叫 了 起来,6,12.75
714,小王子 在 桌 旁 坐下 有些 气喘吁吁,6,16.01
715,他 跑 了 多少 路 啊,6,17.89
716,你 从 哪里 来 的 呀,6,20.38
717,老 先生 问 小王子,6,22.62
718,这 一 大 本 是 什么 书,6,25.49
719,小王子 问道,6,26.93
720,你 在 这里 干 什么,6,28.64
721,我 是 地理学家 老 先生 答道,6,32.54
722,什么 是 地理学家,6,34.64
723,地理学家 就 是 一 种 学者 他 知道 哪里 有 海洋 哪里 有 江河 城市 山脉 沙漠,6,45.63
724,这 倒 挺 有 意思 小王子 说,6,49.83
725,这 才 是 一 种 真正 的 行当,6,52.11
726,他 朝 四周 看 了 看 这 位 地理学家 的 星球,6,55.36
727,他 还 从来 没有 见 过 一 颗 如此 壮观 的 行星,6,58.74
728,您 的 星球 真 美 呀,6,60.94
729,上面 有 海洋 吗,6,63.03
730,这 我 没 法 知道 地理学家 说,6,67.46
731,啊,6,68.67
732,小王子 大失所望,6,71.18
733,那么 山脉 呢,6,73.61
734,这 我 没法 知道 地理学家 说,6,77.93
735,那么 有 城市 河流 沙漠 吗,6,82.18
736,这 我 也 没法 知道 地理学家 说,6,86.95
737,可 您 还 是 地理学家 呢,6,89.77
738,一点 不错 地理学家 说 但是 我 不 是 探察家,6,96.51
739,我 手下 一 个 探察家 都 没有,6,99.43
740,地理学家 是 不 去 计算 城市 河流 山脉 海洋 沙漠 的,6,106.25
741,地理学家 很 重要 不 能 到处 跑,6,109.85
742,他 不 能 离开 他 的 办公室,6,112.2
743,但 他 可以 在 办公室 里 接见 探察家,6,116.12
744,他 询问 探察家 把 他们 的 回忆 记录 下来,6,120.42
745,如果 他 认为 其中 有 个 探察家 的 回忆 是 有 意思 的 那么 地理学家 就 对 这个 探察家 的 品德 做 一 番 调查,6,130.9
746,这 是 为什么 呢,6,133.03
747,因为 一 个 说 假话 的 探察家 会 给 地理 书 带来 灾难性 的 后果,6,139.22
748,同样 一 个 太 爱 喝酒 的 探察家 也 是 如此,6,144.33
749,这 又 是 为什么,6,146.69
750,小王子 说,6,148.09
751,因为 喝醉 了 酒 的 人 把 一 个 看成 两 个,6,153.01
752,那么 地理学家 就 会 把 只有 一 座 山 的 地方 写成 两 座 山,6,159.53
753,我 认识 一 个 人 他 要是 搞 探察 的话 就 很 可能 是 个 不 好 的 探察员 小王子 说,6,166.66
754,这 是 可能 的,6,168.67
755,因此 如果 探察家 的 品德 不错 就 对 他 的 发现 进行 调查,6,175.31
756,去 看一看 吗,6,176.74
757,不,6,178
758,那 太 复杂 了,6,179.46
759,但是 要求 探察家 提出 证据 来,6,182.77
760,例如 假使 他 发现 了 一 座 大山 就 要求 他 带来 一些 大 石头,6,188.71
761,地理学家 忽然 忙乱 起来,6,191.31
762,正好 你 是 从 老 远 来 的 么,6,194.12
763,你 是 个 探察家,6,195.69
764,你 来 给 我 介绍 你 的 星球 吧,6,198.6
765,于是 已经 打开 登记簿 的 地理学家 削 起 他 的 铅笔 来,6,203.14
766,他 首先 是 用 铅笔 记 下 探察家 的 叙述,6,206.51
767,等到 探察家 提出 了 证据 以后 再 用 墨水笔 记 下来,6,210.22
768,怎么样,6,212.45
769,地理学家 询问 道,6,214.42
770,啊 我 那里 小王子 说道 没有 多 大 意思 那 很 小,6,220.33
771,我 有 三 座 火山,6,221.92
772,两 座 是 活 的 一 座 是 熄灭 了 的,6,225.22
773,但是 也 很 难 说,6,226.74
774,很 难 说 地理学家 说道,6,229.91
775,我 还 有 一 朵 花,6,231.55
776,我们 是 不 记载 花卉 的 地理学家 说,6,235.88
777,这 是 为什么,6,237.41
778,花 是 我 的 星球 上 最 美丽 的 东西,6,240.57
779,因为 花卉 是 短暂 的,6,244.18
780,什么 叫 短暂,6,246.54
781,地理学 书籍 是 所有 书 中 最 严肃 的 书 地理学家 说道,6,253.36
782,这 类 书 是 从不 会 过时 的,6,256.75
783,很少 会 发生 一 座 山 变换 了 位置,6,260.6
784,很少 会 出现 一 个 海洋 干涸 的 现象,6,264.48
785,我们 要 写 永恒 的 东西,6,268.23
786,但是 熄灭 的 火山 也 可能 会 再 复苏 的 小王子 打断 了 地理学家,6,275.28
787,什么 叫 短暂,6,277.49
788,火山 是 熄灭 了 的 也 好 苏醒 的 也 好 这 对 我们 这些 人 来讲 都 是 一 回 事 地理学家 说,6,286.98
789,对 我们 来说 重要 的 是 山,6,290.48
790,山 是 不会 变换 位置 的,6,294.32
791,但是 短暂 是 什么 意思,6,298.14
792,小王子 再三 地 问道 他 一旦 提出 一 个 问题 是 从 不 放过 的,6,303.41
793,意思 就 是 有 很 快 就 会 消失 的 危险,6,308.87
794,我 的 花 是 很 快 就 会 消失 的 吗,6,312.66
795,那 当然,6,314.79
796,小王子 自言自语 地 说 我 的 花 是 短暂 的 而且 她 只有 四 根 刺 来 防御 外侮,6,323.82
797,可 我 还 把 她 独自 留 在 家 里,6,326.67
798,这 是 他 第一 次 产生 了 后悔,6,329.81
799,但 他 又 重新 振作 起来 您 是否 能 建议 我 去 看 些 什么,6,335.07
800,小王子 问道,6,336.69
801,地球 这 颗 行星 地理学家 回答 他 说,6,341.66
802,它 的 名望 很 高 于是 小王子 就 走 了 他 一边 走 一边 想 着 他 的 花,6,350.89
803,第七 个 行星 于是 就 是 地球 了,6,355.13
804,地球 可 不 是 一 颗 普通 的 行星,6,358.2
805,它 上面 有 一百一十一 个 国王 当然 没有 漏掉 黑人 国王 七千 个 地理学家 九十万 个 实业家 七百五十万 个 酒鬼 三亿一千一百万 个 爱 虚荣 的 人 也 就 是 说 大约 有 二十亿 的 大人,6,374.86
806,为了 使 你们 对 地球 的 大小 有 一 个 概念 我 想 要 告诉 你们 在 发明 电 之前 在 六 个 大洲 上 为了 点 路灯 需要 维持 一 支 为数 四十六万二千五百一十一 人 的 真正 大军,6,389.58
807,从 稍 远 的 地方 看 过去 它 给 人 以 一 种 壮丽 辉煌 的 印象,6,394.44
808,这 支 军队 的 行动 就 象 歌剧院 的 芭蕾舞 动作 一样 那么 有条不紊,6,399.74
809,首先 出现 的 是 新西兰 和 澳大利亚 的 点灯人,6,403.24
810,点着 了 灯 随后 他们 就 去 睡觉 了,6,406.46
811,于是 就 轮到 中国 和 西伯利亚 的 点灯人 走上 舞台,6,410.3
812,随后 他们 也 藏到 幕布 后面 去 了,6,412.96
813,于是 就 又 轮到 俄罗斯 和 印度 的 点灯人 了,6,416.75
814,然后 就 是 非洲 和 欧洲 的,6,419.36
815,接着 是 南美 的,6,421.25
816,再 就 是 北美 的,6,422.73
817,他们 从来 也 不 会 搞 错 他们 上场 的 次序,6,425.69
818,真 了不起,6,426.82
819,北极 仅 有 一 盏 路灯 南极 也 只有 一 盏 唯独 北极 的 点灯人 和 他 南极 的 同行 过 着 闲逸 懒散 的 生活 他们 每 年 只 工作 两 次,6,438.67
820,当 人们 想要 说 得 俏皮 些 的 时候 说话 就 可能 会 不 大 实在,6,443.56
821,在 给 你们 讲 点灯人 的 时候 我 就 不 那么 忠实,6,447.87
822,很 可能 给 不 了解 我们 这个 星球 的 人们 造成 一 个 错误 的 概念,6,452.22
823,在 地球 上 人们 所 占 的 位置 非常 小,6,455.55
824,如果 住 在 地球 上 的 二十亿 居民 全 站 着 并且 象 开 大会 一样 靠 得 紧 些 那么 就 可以 从容 地 站 在 一 个 二十 海里 见方 的 广场 上,6,465.22
825,也 就是 说 可以 把 整个 人类 集中 在 太平洋 中 一 个 最 小 的 岛屿 上,6,470.16
826,当然 大人们 是 不会 相信 你们 的,6,473.76
827,他们 自以为 要 占 很 大 地方,6,476.05
828,他们 把 自己 看 得 像 猴面包树 那样 大 得 了不起,6,479.47
829,你们 可以 建议 他们 计算 一下,6,481.54
830,这样 会 使 他们 很 高兴 因为 他们 非常 喜欢 数目字,6,486.43
831,可是 你们 无须 浪费 时间 去 做 这种 乏味 的 连篇累牍 的 演算,6,490.67
832,这 没有 必要,6,491.91
833,你们 可以 完全 相信 我,6,493.93
834,小王子 到 了 地球 上 感到 非常 奇怪 他 一 个 人 也 没有 看到,6,498.94
835,他 正 担心 自己 跑错 了 星球 这时 在 沙地 上 有 一 个 月光色 的 圆环 在 蠕动,6,505.1
836,小王子 毫 无 把握 地 随便 说 了 声 晚安,6,508.96
837,晚安 蛇 说道,6,511.81
838,我 落 在 什么 行星 上,6,514.54
839,小王子 问道,6,515.96
840,在 地球 上 在 非洲 蛇 回答 道,6,520.22
841,啊,6,521.19
842,怎么 难道 说 地球 上 没有 人 吗,6,524.86
843,这里 是 沙漠,6,526.93
844,沙漠 中 没有 人,6,528.7
845,地球 是 很 大 的 蛇 说,6,532.05
846,小王子 坐 在 一 块 石头 上 抬眼 望 着 天空 说道 我 捉摸 这些 星星 闪闪发亮 是否 为了 让 每 个 人 将来 有 一 天 都 能 重新 找到 自己 的 星球,6,544.24
847,看 我 那 颗 行星,6,546.28
848,它 恰好 在 我们 头顶 上 可是 它 离 我们 好 远 哟,6,551.36
849,它 很 美 蛇 说,6,554.1
850,你 到 这里 来 干 什么 呢,6,556.7
851,我 和 一 朵 花 闹 了 别扭 小王子 说,6,561.32
852,啊,6,562.51
853,蛇 说道,6,563.96
854,于是 他们 都 沉默 下来,6,567.26
855,人 在 什么 地方,6,569.97
856,小王子 终于 又 开 了 腔,6,572.36
857,在 沙漠 上 真 有点 孤独 到 了 有 人 的 地方 也 一样 孤独 蛇 说,6,581.02
858,小王子 长 时间 地 看 着 蛇 你 是 个 奇怪 的 动物 小王子 终于 说道 细 得 象 个 手指头 但 我 比 一 个 国王 的 手指 更 有 威力 蛇 说道,6,597.25
859,小王子 微笑 着 说 你 并不 那么 有 威力 你 脚 都 没有 你 甚至 都 不 能 旅行 我 可以 把 你 带到 很 远 的 地方 去 比 一 只 船 能 去 的 地方 还 要 远 蛇 说道,6,612.35
860,蛇 就 盘结 在 小王子 的 脚腕子 上 象 一 只 金 镯子 被 我 碰触 的 人 我 就 把 他 送回 老家 去 蛇 还 说,6,622.42
861,可是 你 是 纯洁 的 而且 是 从 另 一 个 星球 上 来 的 小王子 什么 也 没有 回答,6,630.21
862,在 这 个 花岗石 的 地球 上 你 这么 弱小 我 很 可怜 你,6,635.99
863,如果 你 非常 怀念 你 的 星球 那时 我 可以 帮助 你,6,641.01
864,我 可以 啊,6,643.05
865,我 很 明白 你 的 意思 小王子 说 但是 你 为什么 说话 总是 象 让 人 猜 谜语 似的,6,650.5
866,这些 谜语 我 都 能 解开 的 蛇 说,6,655.25
867,于是 他们 又 都 沉默 起来,6,658.16
868,小王子 穿过 沙漠 他 只 见 过 一 朵 花,6,661.98
869,一 个 有 着 三 枚 花瓣 的 花朵 一 朵 很 不起眼 的 小花 你 好 小王子 说,6,669.51
870,你 好 花 说,6,671.86
871,人 在 什么 地方,6,674.34
872,小王子 有 礼貌 地 问道,6,676.74
873,有 一 天 花 曾 看见 一 支 骆驼 商队 走 过 人 吗,6,682.28
874,我 想 大约 有 六七 个 人,6,685.26
875,几 年 前 我 瞅见 过 他们,6,688.07
876,可是 从来 不 知道 到 什么 地方 去 找 他们,6,691.73
877,风 吹 着 他们 到处 跑,6,693.8
878,他们 没有 根 这 对 他们 来说 是 很 不 方便 的,6,697.88
879,再见 了 小王子 说,6,700.82
880,再见 花 说,6,703.06
881,之后 小王子 爬上 一 座 高山,6,706.32
882,过去 他 所 见 过 的 山 就 是 那 三 座 只有 他 膝盖 那么 高 的 火山,6,710.8
883,并且 他 把 那 座 熄灭 了 的 火山 就 当作 凳子,6,714.86
884,小王子 自言自语 地 说道 从 这么 高 的 山 上 我 一眼 可以 看到 整个 星球 以及 所有 的 人 可是 他 所 看到 的 只 是 一些 非常 锋利 的 悬崖 峭壁,6,728.27
885,你 好 小王子 试探 地 问道,6,732.09
886,你 好 你 好 你 好 回音 在 回答 道,6,738.18
887,你们 是 什么 人,6,740.54
888,小王子 问,6,742.07
889,你们 是 什么 人 你们 是 什么 人 你们 是 什么 人 回音 又 回答 道,6,751.58
890,请 你们 做 我 的 朋友 吧 我 很 孤独 他 说,6,757.32
891,我 很 孤独 我 很 孤独 我 很 孤独 回音 又 回答 着,6,764.91
892,这 颗 行星 真 奇怪,6,768.78
893,小王子 想道,6,766.55
894,它 上面 全 是 干巴巴 的 而且 又 尖利 又 咸涩,6,773.23
895,人们 一点 想象力 都 没有,6,775.2
896,他们 只 是 重复 别人 对 他们 说 的 话 在 我 的 家乡 我 有 一 朵 花 她 总是 自己 先 说话,6,782.88
897,在 沙漠 岩石 雪地 上 行走 了 很 长 的 时间 以后 小王子 终于 发现 了 一 条 大 路,7,6.84
898,所有 的 大 路 都 是 通往 人 住 的 地方 的,7,10.17
899,你们 好 小王子 说,7,13.11
900,这 是 一 个 玫瑰 盛开 的 花园,7,15.92
901,你 好 玫瑰花 说道,7,18.52
902,小王子 瞅 着 这些 花,7,20.43
903,她们 全 都 和 他 的 那 朵 花 一样,7,22.59
904,你们 是 什么 花,7,24.74
905,小王子 惊奇 地 问道,7,26.53
906,我们 是 玫瑰花 花儿们 说道,7,30.39
907,他 感到 自己 非常 不幸,7,33.11
908,他 的 那 朵 花 曾 对 他 说 她 是 整个 宇宙 中 独一无二 的 一 种 花,7,38.12
909,可是 仅 在 这 一 座 花园 里 就 有 五千 朵 完全 一样 的 这种 花朵,7,43.35
910,小王子 自言自语 地 说 如果 她 看到 这些 她 是 一定 会 很 恼火 她 会 咳嗽 得 更 厉害 并且 为 避免 让 人 耻笑 她 会 佯装 死去,7,56.81
911,那么 我 还 得 装 着 去 护理 她 因为 如果 不 这样 的话 她 为了 使 我 难堪 她 可能 会 真的 死去 接着 他 又 说道 我 还 以为 我 有 一 朵 独一无二 的 花 呢 我 有 的 仅 是 一 朵 普通 的 花,7,75.45
912,这 朵 花 再 加上 三 座 只有 我 膝盖 那么 高 的 火山 而且 其中 一 座 还 可能 是 永远 熄灭 了 的 这 一切 不 会 使 我 成为 一 个 了不起 的 王子 于是 他 躺 在 草丛 中 哭泣 起来,7,91.72
913,就 在 这 当 跑来 了 一 只 狐狸,7,95.04
914,你 好 狐狸 说,7,98.31
915,你 好 小王子 很 有 礼貌 地 回答 道 他 转 过 身 来 但 什么 也 没有 看到,7,105.03
916,我 在 这 在 苹果 树 下 那 声音 说,7,110.39
917,你 是 谁 小王子 说,7,113.41
918,你 很 漂亮 我 是 一 只 狐狸 狐狸 说,7,119.46
919,来 和 我 一起 玩 吧 小王子 建议 道,7,122.94
920,我 很 苦恼 我 不 能 和 你 一起 玩 狐狸 说,7,129.07
921,我 还 没有 被 驯服 呢 啊,7,133.14
922,真 对不起 小王子 说,7,136.35
923,思索 了 一会 他 又 说道 什么 叫 驯服 呀,7,141.1
924,你 不是 此 地 人 狐狸 说,7,144.62
925,你 来 寻找 什么,7,146.59
926,我 来 找 人 小王子 说,7,149.85
927,什么 叫 驯服 呢,7,152.1
928,人 狐狸 说 他们 有 枪 他们 还 打猎,7,157.56
929,这 真 碍事,7,158.8
930,他们 也 养 鸡,7,160.38
931,这些 是 他们 唯一 的 可取 之 处,7,163.29
932,你 是 来 寻找 鸡 的 吗,7,165.11
933,不 小王子 说,7,167.45
934,我 是 来 找 朋友 的,7,169.32
935,什么 叫 驯服 呢,7,171.34
936,这 是 已经 早 就 被 人 遗忘 了 的 事情 狐狸 说,7,176.51
937,它 的 意思 就 是 建立 联系 建立 联系,7,181.59
938,一点 不错 狐狸 说,7,184.49
939,对 我 来说 你 还 只 是 一 个 小 男孩 就 像 其他 千万 个 小 男孩 一样,7,190.83
940,我 不 需要 你,7,192.34
941,你 也 同样 用 不 着 我,7,194.23
942,对 你 来说 我 也 不过 是 一 只 狐狸 和 其他 千万 只 狐狸 一样,7,200.71
943,但是 如果 你 驯服 了 我 我们 就 互相 不可 缺少 了,7,206.6
944,对 我 来说 你 就 是 世界 上 唯一 的 了,7,209.75
945,我 对 你 来说 也 是 世界 上 唯一 的 了 我 有点 明白 了 小王子 说,7,217.03
946,有 一 朵 花 我 想 她 把 我 驯服 了 这 是 可能 的 狐狸 说,7,224.49
947,世界 上 什么样 的 事 都 可能 看到,7,227.77
948,啊 这 不 是 在 地球 上 的 事 小王子 说,7,232.11
949,狐狸 感到 十分 蹊跷 在 另 一 个 星球 上 是 的,7,237.31
950,在 那个 星球 上 有 猎人 吗,7,240.1
951,没有,7,241.29
952,这 很 有 意思,7,242.85
953,那么 有 鸡 吗,7,244.85
954,没有,7,246.11
955,没有 十全十美 的 狐狸 叹息 地 说道,7,250.85
956,可是 狐狸 又 把 话题 拉 回来 我 的 生活 很 单调,7,255.59
957,我 捕捉 鸡 而 人 又 捕捉 我,7,258.84
958,所有 的 鸡 全 都 一样 所有 的 人 也 全 都 一样,7,262.63
959,因此 我 感到 有些 厌烦 了,7,265.39
960,但是 如果 你 要是 驯服 了 我 我 的 生活 就 一定 会 是 欢快 的,7,270.87
961,我 会 辨认 出 一 种 与众不同 的 脚步声,7,273.68
962,其他 的 脚步声 会 使 我 躲到 地下 去,7,276.45
963,而 你 的 脚步声 就 会 象 音乐 一样 让 我 从 洞 里 走 出来,7,280.92
964,再 说 你 看 你 看到 那边 的 麦田 没有,7,284.37
965,我 不 吃 面包,7,285.81
966,麦子 对 我 来说 一点 用 也 没有,7,288.19
967,我 对 麦田 无动于衷,7,290.57
968,而 这 真 使 人 扫兴,7,293.29
969,但是 你 有 着 金黄色 的 头发,7,296.21
970,那么 一旦 你 驯服 了 我 这 就 会 十分 美妙,7,300.37
971,麦子 是 金黄色 的 它 就 会 使 我 想起 你,7,304.6
972,而且 我 甚至 会 喜欢 那 风 吹 麦浪 的 声音 狐狸 沉默不语 久久 地 看 着 小王子,7,313.06
973,请 你 驯服 我 吧 它 说,7,316.68
974,我 是 很 愿意 的 小王子 回答 道 可 我 的 时间 不 多 了,7,321.95
975,我 还 要 去 寻找 朋友 还 有 许多 事物 要 了解,7,325.73
976,只有 被 驯服 了 的 事物 才 会 被 了解 狐狸 说,7,330.56
977,人 不 会 再 有 时间 去 了解 任何 东西 的,7,334.29
978,他们 总是 到 商人 那里 去 购买 现成 的 东西,7,337.72
979,因为 世界 上 还 没有 购买 朋友 的 商店 所以 人 也 就 没有 朋友,7,343.12
980,如果 你 想 要 一 个 朋友 那 就 驯服 我 吧,7,347.46
981,那么 应当 做 些 什么 呢,7,350.44
982,小王子 说,7,351.73
983,应当 非常 耐心 狐狸 回答 道,7,355.23
984,开始 你 就 这样 坐 在 草丛 中 坐 得 离 我 稍微 远 些,7,359.41
985,我 用 眼角 瞅着 你 你 什么 也 不 要 说,7,362.31
986,话语 是 误会 的 根源,7,364.79
987,但是 每 天 你 坐 得 靠 我 更 近 些 第二 天 小王子 又 来 了,7,372.15
988,最好 还是 在 原来 的 那个 时间 来 狐狸 说道,7,376.18
989,比如 说 你 下午 四点钟 来 那么 从 三点钟 起 我 就 开始 感到 幸福,7,382.25
990,时间 越 临近 我 就 越 感到 幸福,7,385.59
991,到 了 四点钟 的 时候 我 就 会 坐立不安 我 就 会 发现 幸福 的 代价,7,391.16
992,但是 如果 你 随便 什么 时候 来 我 就 不 知道 在 什么 时候 该 准备 好 我 的 心情 应当 有 一定 的 仪式,7,399.72
993,仪式 是 什么,7,402.76
994,小王子 问道,7,404.16
995,这 也 是 一 种 早已 被 人 忘却 了 的 事 狐狸 说,7,408.79
996,它 就是 使 某 一 天 与 其他 日子 不同 使 某 一 时刻 与 其他 时刻 不同,7,415.11
997,比如 说 我 的 那些 猎人 就 有 一 种 仪式,7,418.54
998,他们 每 星期四 都 和 村子 里 的 姑娘们 跳舞,7,422.11
999,于是 星期四 就 是 一 个 美好 的 日子,7,425.12
1000,我 可以 一直 散步 到 葡萄园 去,7,427.58
1001,如果 猎人们 什么 时候 都 跳舞 天天 又 全 都 一样 那么 我 也 就 没有 假日 了,7,433.72
1002,就 这样 小王子 驯服 了 狐狸,7,437.04
1003,当 离别 的 时刻 就 快 要 来到 时 啊 狐狸 说 我 一定 会 哭 的,7,444.21
1004,这 是 你 的 过错 小王子 说,7,447.62
1005,我 本来 并 不 想 给 你 任何 痛苦 可 你 却 要 我 驯服 你 是 这样 的 狐狸 说,7,455.05
1006,你 可 就 要 哭 了,7,457.48
1007,小王子 说,7,458.92
1008,当然 啰 狐狸 说,7,461.48
1009,那么 你 什么 好处 也 没 得到,7,464.61
